tweet,label
8220truuuchains if you already out of school fuck you i hate you and i hope you trip on the stage at graduation hoe8221,1
amandashow bet that some good pussy,1
i think i just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier,1
rt maycie32 whitecholo23 ya by being your bitch,1
rt yaremisxo 8220donquixtote i need molly water and a chubby asian bitch8221 same,1
rt fvckzaina the only d yah bitches should be thirsty for ,1
misters206 you look like a monkey,2
hazelinaaax3 oliviahrbek kristiexox3 fuck olive that bitch,1
i lose ovo followers every year 100 bitches unfollowed me because of my hold on we are going home rants a hoe athem is a hoe anthem,1
chokmahmakob you said good bye dumb bitch snd i said okwhat is it with you white devilsi have nothing for you vampire lover of blood,1
samzbikowski chug ranch,2
how long are they going to let the fools in ferguson continue stop pussy footin  disperse them by whatever means necessary,2
they say numbers dont lie bitch im not the 1,1
rt stackzz 8220voiceofdstreetz 8220stackzz voiceofdstreetz lol for what8221 lol you dissing us8221128514128514128514 shut up bitch,1
that is ya bm tho rt tyga that am not my hoe,1
ladyvodkax keep them around so new bitches know they could be the next ex if they dont stay in line,1
rt justthistime if you think i have been an opinionated bitch lately just be glad i have stayed quiet on 3 of the topics swirling around he8230,1
rt petertrvjillo listen here you beautiful bitch i am about to fuck you up with some truth,1
hanging with daney and ari today  128556128556128556128556 my bitches ,1
rt damnitcorn chunky girl seeks studly man for nasty sex in my head i was like this bitch may have well emailed me directly for this s8230,1
"la is the only place where you will see some of the baddest bitches in the world 

at the bus stop",1
paulconroy habeshasuperman oh it is coming up little bitch and the us has no veto over it itll be a thrill to watch,1
laughing my ass off rt 80sbaby4life rt humbltonbanks yes  no rt channymaraj is it ok to beat a bitch up over some tweets or nah ,1
rt cburrandjamal mom what happened to  insert old friend name you used to be close me fuck that bitch,1
rt jimnorton  wbcfredjr was daddy still being an abusive rageaholic in hospice or just making doody in his diapers like a good fag h8230,1
freegeezy17 nigga look my size plus it get hit in the ass an look like its been fighting all its life i will sneak dat bitch an run,1
alicianotalisha idk  i went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,1
rt sirstrange sorry that i came into your pussy like a wrecking ball,1
it is gonna be a long season for the yankees if this simulation is right bluejays rays yankees orioles8230 ,2
realfortes grudges are for weirdosand bitches,1
good evenink honkies,1
procrastination is a bitch,1
rt sayrayarriaga pics or it did not happen or you are the side bitch,1
8220beautifulkeezy 8220100046729 beautifulkeezy wassup8221bye8221bitch you outta order,1
rt thedrugtribe mary is not a backstabbing bitch that lies and deceives me,1
got your hoe on the scroll,1
rt indykaila exclusive ars232ne wenger gave two yellow cards  red card while refereeing a charity match in rome arsenal,2
rt mannybermudez2 back in this bitch,1
all the bitches love me ,1
rt rakwonogod fuck bitches  get money  a favorite niggas line when a girl leave his ass for another man,1
rt ieatlightskins you bitches make everything a relationship goal,1
comedytruth amen miley 128591 okay but she do not need to act like a hoe just bc she is emotionally damaged foh,1
ima shmurda dance in that pussy hoe ,1
rt cambryh i am he is really he on the phone talking to another bitch while you standing in the middle of a damn field clueless ,1
bigshaadswerver yea tj in this hoe dunking everything tk hitting shots and juelz handling the bitch,1
rt dasmacker mariners said moms 21 and over get free ball caps on mothers day basically all you young hoes with kids do not get one lol,1
i get a 50 pound bag of dawg for the mutts,2
this being sick is for the birds,2
rt eanahs 1inkkofrosess lol my credit am not no where near good  but i know the right man for the job  that ho nice though,2
rt mydicklscailed my dick is called nintendo cartridge because bitches blow it before they stick it in,1
pulling hoes am not something to be proud of hoes go with anybody 9995,1
that hoe out there fat trel said it best,1
rt scaffoldjocky i will never smoke weed with willy again he invited that hick toby keith and i fucking hate that mongoloid,1
rt kingdrayn rosebeforehoes2 do not forget we gotta take out trash and need milkand spermicidal lube,2
fairy tale hat  free crochet pattern for child and adult at  ,2
i am literally about to scream and throw a bitch fit if people do not hurry the fuck up,1
andreaaolvera prego bitch,1
samross58 it is parseltounge not basilisk you fucking pussy get it right,1
rt cheefpolo bitches love coming out in public naked 8220espndaniel do not do this 8220basedlightskin  82218221,1
mathanugg you mean the one i colored with crayons is not copacetic,2
and i aint neva gave a fucc about a bitch boy ,1
u coons cannot wait to wear them oreo js,0
got ya crackas spics chinks and carpet riders but no niggas mlk am not fight for nothing gimmeablackemoji,1
betysweetcocker that is white woman pussy,1
dem niccas run plays too quick,1
rt roachnigga 8220xiaobiniimessy cannot believe i actually killed a cockroach8221 smh you a bitch that was probably ma nigga eduardo,1
and my bitch so bad that i am never ever cheating,1
rt chivasgee fuck up you swole fag,1
rt pterosaur is nick jonas a hoe for squeezing his dick is nick jonas gonna have leaked nudes is nick jonas less of a role model,1
getemcraig i hear ya hoe,1
up early on dat good dope wit my niccas,1
rt lesamonroe fellas guess what we do not like to be asked why were looking mean it is called resting bitch face we just look this w8230,1
rt lilduval a good woman comes around every 3 bitches a good man comes aroundwell u get the point,1
kiefferjason and you got that pussy in your bllod,1
i am extremely sad to have to admit that some of the best 21st century arabic rhymes have been written by jihadis,2
t5harris are you working on route running and catching youll be a good wr for grier have fun with the white trash racist uf fans fsu,0
rt heissarcastic facebook needs these 3 buttons dislike who cares are you retarded,1
rt overdoselove the sound of wet pussy 128571128166 ,1
rt aishamoodmills fox news mocks victim of ray rice elevator assault 8216i think the message is take the stairs8217  ht8230,2
rt djzeeti if her hands and feet dirty rt kingsimi djzeeti how can you tell if a girl pussy stink before actually gettin in her pan ,1
reasonswhywedontgetalong you are a hoe stop focusing on sucking dick focus on getting rich,1
just like a bitch typical shit stepping in place elliptical shit wizard of hearts mythical shit watch yourself mystical shit,1
she be on some real shit n stay on some chill shit  besides all my niccas the only one i can chill wit,1
gerfingerpoken2 his job as us prez to protect us is throw in trashebola er at our cost daniel both money  lives dog,2
rt shaydmvsfinest i know i got good pussy 128133,1
alesiahenderson wat a faggot,1
hell yeah that bitch gon go ham,1
bitches come  go ya know that,1
rt 44binko 8220saylilzack i love female cops1285258221 they b sum hoes too fuck da jakes 128110128165128299,1
rt chlldhoodruiner and if you aint a hoe get up out my traphouseeee ,1
rt meaghanyockey savanaharanda is you a girl or a guy is you my mom or is you my dad  im a butch dyke,0
rt freeladdin this is what happens when niggas gas up ugly bitches ,1
the bitch who just rolled her eyes at me bc she did not get tipped does not listen when u ask for sweet potato fries instead of regular,1
if you get into an argument with someone and say have a nice life  good luck in ohio that is a fuck you bitch leave,1
dustinhooper225 should be lol lil bitch,1
no more hoes n oz,1
how you insecure but a hoe tf,1
wake up bitches,1
rt idntwearcondoms if your friend is a hoe u a hoe too birds of a feather flock together,1
never did like that bitch,1
rt johnfkennedy fuck bitches get reelected teamjfk,1
"gurlimangie itskiaraaaa westyourmajesty i am not even shy stfu kikis mom hi angelique 
angelique smiles dips cracker in soup",1
rt drummerkid0328 wbpooh3x that fat bitch ruined everything 128514128514 fuck it though i was super burnt,1
lmfao no you didnt rt ss4fresh vivelacourtney got cute new avi and all but she too old for colored contacts 128073128064128584,2
westside nicca,1
rt jessielee1028 hawkdaddy300 gavinmhawks21 urboygeorge yeah i do not think that is okayfuckin drop it you should not even joke abo8230,1
lol lawwwddd that is why i aint fuck with jitt i never wanna be labeled a hoe,1
bitch just sucked my dick and tried to give me sugar bitch get out,1
charliesheen charlie im an old lady do not ever say ugly things about ur childrens mom i get it jus dont big hug,2
man that run game am not no hoe fuck alex do not even need his bitch ass,1
rt bitchiedior a street nigga do not love nobody if you am not his day one bitch nigga,1
ff has been consistently one of marvels worst properties ultimate ff was good but the entire ultimate universe is now in the trash,2
istandwithrand wise up rino pussies real leaders like rand cruz lee bachmann etc actually exist fight or go home teaparty,1
cmccann23 fuck yes we are 128540 triple xp nigguh,1
127867127867127867127804128153127913 plus sheryl crow ,2
rt menshumor one mans trash is another mans girlfriend,1
rt waynedupreeshow fear mongering by the left is dying wake up who are you going 2 believe charlie rangel and hussein or mia love and c8230,2
do not get your main bitch and side bitch confused there is a big difference,1
only people not home right now are nurses hoes  niggas tryna hit them hoes999665039,1
and ima dream about 4 fat bitches stuck in a mini van on a hot summer day,1
8220alicia688 you aint special niglet rt vice504fly when i am chilling wit greg ppl walk up to me to ask me to take pics8221hatin,0
"first thing to do during the zombie outbreak

sell my hoe",1
i once tried to be everything this bitch said she wanted in a man that shit did not get me anywhere,1
rt xgingeravenger to that cunt who said she will not rt ppl who use foul language because it lacks intelligence bitch let me introduce y8230,1
rt captaincoximus i am like the bat signal but for crazy bitches,1
mynameshouldbe only one problem theres a no pussies allowed sorry kerrythekilla,0
rt ballininhd behind every lame ass nigga is a lame ass bitch that is constantly telling him how real he is,1
craigcalcaterra hes behind the plate for the game tonight here in az im looking to buy a redyellow balkamania shirt i can tear off there,2
niggah niggah niggah do not believe me just wacthh,0
niggas deserve better bitches,0
rt matthasthemusic selfpaidyayo ogmaco if u am not making music for me to sip henny to u a bitch so maco winnin if he from a island no f8230,1
i feel the sorry for the nice people in this world because they are actually the solution its all you hoes and assholes thats the problem,1
rt rollingwithtrin 1 2 3 4 how many niggers are in my store i knowwww you are stealing 128514128514128514,0
so bitch shoot me a look it better be a blank stare or get shanked in the pancreas,1
rt travelnevada great story of what it is really like to be a camel jockey at the camel races in virginiacity  tra8230,2
notoriousbm95 maniac3x fucking creepy ass nigguh laughing my ass off,1
cnt trust or will not spare a bitch ogd ,1
we been passed dem niccas yrs ago fr,1
you all folks basic  ya parents both racist  i am lawyering these hoes out here  beatin cases,1
grizzboadams fucking block your white ass because you try to start shit like a fucking queer so fuck you nigga,0
bitches be 17 in the 9th grade talking about  where my bae at  no bitch  where ya credits at,1
rt thewoundgod son laughing my ass off rt chefwaites i8217m gonna cry every time rt wackproducer no bitches ,1
8220torijberman shavonne was doing ballet in the middle of the street last night and fell 1285531285531285141285141285141285141285571285571285578221128557128557128557 bitch it was not ballet,1
uncle tom hypocrite ,0
rt 8220killallsimps black bitches think its ok to clap they hands when they getting into an argument bitch stfu before i steal yo purse8221,1
paidmydues yeah when you see him againthat son of a bitch owes me money tell him i been looking for him,1
i always love when kathydoermer and i vent about bitches 128076,1
i hate that i wake up early the morning after i drink but the fact that there was a cold yellow gatorade in the fridge gets me so happy,2
rt eaton27 so apparently honn2 likes takin pictures when he is eatin pussy128514128514,1
areuseriousrn harmonlauren it is okay i will get bitches on this dick anyway but thanks for the tip,1
tonynolanlive there is a special time and place for decaf coffee never and in the trash my familys motto about their java habits 974965039,2
i am the bitch that a come out n sweats n still have ya nigga checking for me128526,1
all i want for my birthday is a big booty hoe 128526128526,1
i hope out making they moneyylol rt broski5519 aye whr da hoes at,1
yeah i have acne but i still pull hotter bitches than you ,1
"rt theegreekgod girl i know you got hoes 

me ",1
damn hoe you so ugly even hello kitty said goodbye,0
esnjosh esnwaves esncreeper gtparthenon bitch please are you trying to say i was closer to philly than you,1
you niggas talking to these females trying to get some pussy but dont realize you are only boosting their ego and getting curved,1
fake ass people that is why i do not have no respect for em frontin ass bitches too,1
he could be right any hoe they had in the 11wd niggas from the hood ran thru em,1
mikebinthed you do not want to battle you shook cause am not no such things as half way crooks bitch,1
wack bitches make me curve them,1
rt jimnorton there is a gift shop at the 911 museum and they charge admission it is a mass grave you fucking cunts what a disgrace,1
ive got the best friends a functioning retard could have,1
i hate pretty bitches that chill with lame niggas,1
"nyrkelsmads 
dat damn dog eats betta den most colored folk do",2
rt hoadie1006 vermontgirlsbelike my hick accent comes out when i get around my family vermontproblems thisisvt,2
the redskins trash as fuck for not getting that,1
i hate takin out the trash i always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster,1
why do i have the worst bm in the world smh this bitch the devil ,1
"rt itsdorry just seen this little yellow nigga who lives in a pineapple
thats some crazy shit",1
vice news interview with the canadian jihadi has the poem i translated f4 u as its sound track  ,2
8220maxwelllarsen i am jakes bitch8221,1
crack cocaine can steal your bitch from you,1
hearttbreakerr neverreggies capitalscreezy is that all u can say twat,1
loganwills what a bishhh 128075 slap a hoe,1
"rt kingulyssesiv these bitches aint shit  pussy is my greatest vice
i love smokin weed i hate advice",1
rt bonitakayla all bitches wanna do is beef over niggas 58382 grow tf up a get ya priorities straight 5793358167,1
rt teamadeezy niggas is hoes 2,1
coryw182 i am tired bitch 128532,1
idgaf i have my coon moments,1
you pussy if you lie for pussy 128175128175,1
all my young boys round me saying get money and fuck these hoes,1
it is so scary hoe annabella does everything i do  she acts just like me 128514,1
weird ass bitches,1
rt emmaleeenaa i be catchin bitches while bitches be catchin feelings,1
rt jesscorsoncle does anyone know of a good pet sitter in clenortheast ohio specifically cats  birds thanks clepets neo clevelan8230,2
jaaaaaade shut up and miss you too fag,1
rt michael28754837 come on yankees lets keep this game going we must win991865039991865039991865039,2
my main bitch called to tell me she missed me 1008465039128536 super cute love you boo morgaanita,1
dan1ellep she going full retard right now smh,1
8220nolovemoreloud wifey means the pussy good right now but you gotta go in 2 months8221basically,1
8220thareallilwang ur ex girlfriend is a slut8221 fr f dat hoe,1
when you have everything they want  you are doing everything they cannot bitches are going to talk shit do not let them stop your shine,1
thanks for the follow jerryremy i may be a yankees fan but you guys are one of the best broadcasters in the mlb,2
physical  bed rt skinny215 these bitches frame is trash skinny,1
laughing my ass offoo wait so why everybody talm bout card crackers i missed it,1
whoo a new attraction in virginia city birds of prey meet this owl famous for his role in harry potter ,2
steelohsupreme yeah i am down i am starting to promote for belasco thursday  so u better go bitch,1
morningjoe wonder how many us citizens have joined isis after listening to joe scarborough trash this black president good job joe,1
rt ripvuhsace most of yall females boring as fuck then yall wonder why niggas only talk about havin sex bc theres nothin else to talk abo8230,1
rt ramonroblesjr good morning baton rouge ajohnsona having a nip of mbmoonshine ,2
dizzybala jameswinfield hey now do not diss my basketball hoe,1
rt mrfourtwentyy everybody fckn everybody bitch  everybody with the shit that is life,1
jihadis are running a claim that the king of saudi arabia died two days ago must be the bombs falling on em that r making em hallucinate,2
lol ok cunt,1
hate when hoes try to lead u on naw like lil bitch im coool,1
horny milf in sexy lingerie has her old pussy pummeled by a hard160dick ,1
big bird holds press conf claims he does not care for the letter f,2
 i took the bitch down in the set  yo bitch get around in the set  i dicked the bitch down in the set  yo ,1
the only reason i cheat is to show these bitches what kind of dick my girl be getting,1
rt iexaminetitties too many bitches strictly rely on their looks cannot bring nothing to the table but 100 likes and an iphone 128514128514,1
did he say wayne chung bitch ,1
citygirlmoe  remember when we played plaquemine  they kept calling our whole team gay  lydia said i will turn all you hoes out fwm 128553128557,1
rt assholegod hate fags the answers yes,0
summer is over so all you half naked hoes are gonna have to find a personality now 128129,1
if you will fuck or try and fuck ya niccas girl  you a buster lol,1
lrg ass nigguh,0
eagles are fucking cunts ,1
cbsthismorning norahodonnell tx trash you know trouble w aca is in gop gov states but like 60 laralogannews you report lies anyway,2
thot hoe,1
my baby lexy she is a whole am not shit bitch in the winter sorry ass rwd that is her only flaw still love you tho ,1
rt ihavesexalot i do not luv deez hoes at all128076,1
can i sit on your face 8212 sit on a hot stove bitch ,1
rt 6thgrader lol new kid at school thinks he can take me at tetherball bout to show him why i get all the playground pussy baller 8230,1
"rt juicedballs not scared to pepper spray a bitch

hand gently resting on fanny pack",1
rt gatorhoops illadvised slant call there,2
rt dhoopin32 when my bitches call me daddy 128553128525128536,1
look at you now look at us all my niggas look pussy as fuck,1
rt mcbaybeh1218 keep ur bitch on a leash ,1
 you tall tree ass females be 60 talkin bout  catching feelings   bitch you need to catch this touchdown ,1
rt jaymewes this is how you eat pussyrepeat after me ,1
anyone want some absolutely amazing and deliciously fresh perfect monkey bread 128586128584,2
kiefferjason you dumb fuck that is not a fucking full address you dumbass i do not live in plano so how the fuck would i know retard,1
i am happy i am not that bitch i use to be,1
lmfaoooo fizz baby mama snatched that bitch soul,1
i would rather you call me bitch than sir my manager,1
the movie abouttime a hard ass chick flick this nigga goes back in time if he but too quick n fucks the bitch over n over lol,1
beyondfatal my bitch bruhhh ,1
i flipped dat pacc said fucc a bitch n went and did it again,1
deejay138 fuckwatyuhherrd i could not care less about these bitches,1
rt stilljohnca knock knock whos there george george who george zimmerman oh george zimmerman welcome to cell block c bitch,1
for a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments that is you all man smfh,1
how could you do this to me bitch,1
just cause you be on every party seen dont mean you bad bitch,1
stopwhitepeople rt abc7 9 cases of west nile virus infections reported in orange county this year 105 dead birds found carrying virus,2
rt foodpornsx oreo drumstick ,2
tickets hoe ,1
rt mikehall32 schools a bitch,1
just started my upgrade for the level 2 dark elixer drill 1500000 elixer that was a bitch to get,1
rt uptownbyrd philly full of these type hoes broke bitches ,1
so i swore my school was closed but that bitch is open and i am home 128514,1
well i am back on the prowl for a bad bitch,1
rt shakilaahh  looooool128557 2nd best tweaking hoe vine128557 ,1
joeschmucc dog government jobs is the shit i done got my last few off that bitch,1
rt kevnasto i would rather fuck a fat chick than allow a nigger into my house,0
i text my ex my new bitch pussy wetter,1
rt liltreprod why bitches brag about being crazy like that is cute that is like a nigga bragging about how abusive he is,1
n dat bitch sound like a man if dats ya grandma fucc yu too,1
bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu,1
stern fixed the image of the league nba players not knocking they bitch out in elevators,1
chris paul trash lmfao,2
rt poohsavage thompsonera fr mane on some 100 shit cuff her if she made you that happy in one night cause these hoes for everybody fr,1
rt stargotthatdope a lot of these hoes be cheating on they nigga fucking other niggas you all boys better get you all a real bitch that ain8230,1
rt thewhitegucci this bitch just blew my high and i was high off all of these drugs,1
geno smith  alex bitch smiths trash overpaid ass,1
i cannot wait to post the designs of my new walkout shirts sweaters and hats should have the official mock up done tomorrow they are sexy,2
ijrojo cameronast lanahudsonnn r u still talking smh bitch idgaf what u is stfu talking to u just going around circles,1
rt davidalderman77 obama killed the twinkie gonetofar,2
rt foreigncrazi nosey ass hoes  i hate em always finding shit but cannot find a man to date em 1285309995,1
rt gottaphilme 128128128128 rt 8220versacesilk when you and your boys discover a hoe 8221,1
someone at my household wants to die i get all excited to enjoy a couple of oreos but someone left only one one friggin oreo 128545128548128544128298128299,2
iammarshall27 yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird,1
rt ilovebamf savage530 nuttyniff shaiyaya nick when the men are talking sit your bitch as in the corner and listen to this grown fo8230,1
pussy is a joke you can either get it or not get it,1
helga was a bitch and for what reason heyarnold,1
rt funnyorfact real friends do not get offended when you call them bitch hoe or slut they smile and call you something more offensive,1
oscars fuckin roasts right now got me hella dying 128514128514128514128514128514 this bitch 128514128514128514128514128514128514128514128514128514,1
rt thevoiceofmiami i wonder how many of you all hoes got homegrown sex tapes online and uoeno,1
rt comp10tx lowkey called that faggot a faggot,0
you can say i am just a fool that stands for nothing well to that i say you are a cunt ,1
rt daiinuh girls with six packs are scary just have a flat stomach that is hot enough ripped bitches are scary looking,1
rt worldstarfunny when ling ling talkin shit  u finally understand her ,1
he is making sure if it is ok for the bitches ,1
thirsty ass bitches shit dat ion like,1
when did gum get so soft you sons of bitches,1
survivedby rootsarecertain i figured i was just shocked out hoe old that tweet was lol,1
"derekjeter as a lifelong yankees man i will miss you firstballot
unanimous",2
mizzcreme what that pussy do tho,1
i got a uncle through marriage dude got hips like big momma i swear all the lil kids mock his walk and he do not even know it,2
a message for all of humanity  charlie chaplin mobengalfan dislautomatic mikehoho ,2
i almost beat that bitch up,1
your pathetic plan failed enjoy my phone you fucking monkey let me see your ass at benton park you wanna talk shit i will carve your face,0
rt stephengoetz2 these hoes am not loyal,1
lifeasking naw i am trash keep ya pity hugs128530128133,2
laughing my ass off rt thebsharp i am 25 years old i am tryna have some fun  i am a hoe,1
jacaxeltlu eventually every bitch turns into that hoe  truuu,1
zmg 128514128514128514128514128514 wow i love how you called yourself a slut but no really you would not ever cheat on a girl bitches are so dumb,1
rt bjayblast i really do not be tryna hoe nobody i eat we all eat literally,1
get two birds stoned at one time,2
you need an iphone to use their stupid watch apple is just grabbing people ankles and shaking the money out of rubes pockets,2
rt aianhangover be smart because you will not be pretty forever bitch,1
rt yoonea these bitches cannot do nothin for you,1
"8220chanelleleee you boney little hoe wiz khalifa smile for the day 82218221

this is funny ",1
i get gwop now that bitch remember me,1
thegambit ha he am not welcome in washington state or nashville serpas is straight trash,2
ktempsss lol then they have one more flavor i think it is yellow idk but yea there bomb,2
rt scressful dfkinlopes lmfaooo this bitch tongue longer than some niggas dicks,1
rt inmysexdreams i love black shoes cause i can match them with anything but i also need some colored shoes,2
rt tomolson8 1dittlinger that has redneck written all over it lol drunks can use gravity to get down 128563,1
rt gmbflash7414 oso told me when his dreads get longer he just gone pop up and fuck niggas bitches laughing my ass off,1
rt annnnadav69 ima make you my bitch 128521,1
mattyfatass pussy,1
rt likwidcyance as a fat nigga i am not ever gotten a broad off anything but the content of my character do not no bitches think im sex8230,1
jacksparenohoe let us hang out nigger,1
i do not got no type bad bitches is the only thing that i iike,1
rt racheldoesstuff you gotta have luuuuubeall ya really need is luuuube dental dam yankees,1
trust me when i say foot stomps hurt like a fucking bitch,1
bigbusiness laughing my ass off dog just type them out and let them faggots try to decipher it,1
kaylahprettymom laughing my ass off girlllaaaa i do not like em chunky anymore128514128514128514128514128567,2
aaronkeplin shut up bitch,1
iayanna young thug am not earn his strips yet lol just a few 2k14 bangers wiz can do dat cuz he not a lil nigguh of the rap game lol,1
these lame bitches do not have a fighting chance,1
tryna be sumbody cinnamon apple 171darksknstruggle now i cant trust any bitch wit pussy that taste like cinnamon apple ,1
son why is our mail lady so ghetto 128529,1
still confused why king ordered two tranny hookers to the party last night,1
rt ghettoviine dumb bitch ,1
you can take someone out of the ghetto but you cannot take the ghetto out of them,1
gladvillian u want me to make u one of my ghetto nunchucks they come in singles and doubleended,2
someones mother called me a handsome buff yellow thang last night my ego was temporarily elevated and binniemouse was dying lol,2
rt pzfeed diplomatic trolling russian embassy mocks natos satellite pictures ,2
its bros ova hoes but wifey comes before ya bros,1
ibepocahontas bitch we shot a music video,1
"rt cuposyrup what females do on twitter

1 brag bout loyalty 
2 call other females hoes
3 song lyrics
4 complain bout cramps
5 twee8230",1
why is my mother bothering me about the trash it is my day off leave me alone and stop nagging,2
laughing my ass off he left that bitch128514128514128514128514,1
twitter your being a bitch,1
abusivemen you are a fucking pussy,1
she bet not put me on her gram i got bitches on the gram,1
rt tupactaughtmeh divamonroe2uhoe somebody find this bitch  fuck her she am not had no good dick fucking with this fat nigga http8230,1
mother nature hates the yankees and baseball,2
being a girl sucks we have to deal with periods making us a bitch shaving our legs on a daily basis and worrying about what we eat,1
i hate when those little white kids try and act black like bitch you are white,1
people gotta learn to appreciate the people that go out if their way to help you even if you do not want their help do not he a bitch,1
rt hinojosa214 bitch fucking fuck brandeis go o connor fuck o connor fuck brandeis just kidding htown helotes flexes bitch 128514128514128514 8230,1
they faggots jonniesantana orioles petty as fuckgot swept up outta this bitch,1
jergucci my luck the bitch gonna drug me an i will not even kno what happened laughing my ass off,1
ballardtheg get this nigguh of this streets,1
8220tketterhagen 8220larsmatthews 8220nspan17 i really only like like 3 people in this town everyone else is a faggot8221 me8221 me8221 me,1
early bird gets the worm right hopefully i get a job soon after today ,2
rt joel9one thanks carolina fans 4 the flipped birdsfew bottles to the head sticks n stones may break my bones but aluminum zimas will 8230,2
paixj right these hoes am not loyal,1
these birds messy,2
i was in the club and there was this good lookin bitch she had gold teeth tho i was confused smh,1
rt craziestsex hoes these days be like 128514 ,1
robbiegallinis hey bitch boy nigorprobz,1
rt ochocinco if your girl did not camp out overnight to buy you the iphone 6 your pee pee is trash,2
niggas aint worried bout other niggas messin wit dey hoes niggas worried boit hoes messin wit dey hoes,1
hit me with plans mah nigs,1
rt jdollasignnn 16stanleys 128514128514128514128514 i am so weak ima go stalk him now lmfao u lucky bitch 128557128148128553128514,1
you cannot spell patrick without trick so trick or treat bitch,1
panchoftf red and yellow it should be then,2
tresharenee i did not make to any games last season just looked it up astros open up with the yankees 1st of april,2
fuckcamoclark roses are red and violets are blue and niggers are black you know that is true dylan72892,1
i have them bitches runnin wen dat pipe come damn,1
no need to tweet these bitches know my status,1
yo hoe is like a tick so she hunting for a blood,1
rt shewili when you go to a college party and you do not see any bitches ,1
rt shonni my momma talm bout these kids party more than their parents  128530 tf duh why would you think it is ok for you to pussy pop at 8230,1
bobbybotsods fuckthemallcops uncleunco mrmooncricket ur weird racist bitch,1
like a woman to tell you what she wants you to do without sounding like a bossy demanding bitchthe art to that is sexy,1
xnastyy lol you probably right fuck you bitch  in spanish,1
already scratched off mines rt kinghorsedick paying for pussy still on my bucket list,1
felipefrost23 you can be whatever you want since you are not a lying ass bitch ass childish ass mother fucker,1
rt anotherpotheadd read my lips bitch what my mouth isnt workin,1
rt papichuio my soul mate probably some ho around the corner,1
"128149128149128149 pussy ride dick like she a jamaican    128167 
  127796  165  127796    
128043   127806  128043  128043",1
even the birds think this waking up early thing is bunk ,2
i just wanna touch da bitch fuck da bitch like a bud do not trust the bitch,1
rt southpark 8220if you want to buy anything you just talk to the bottom bitch and then the bottom bitch talks to me8230 do you know what i am8230,1
i get bitches on tinder,1
salome110thebe1 u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking,1
ginamariez im an ole bitch in memphistn and i think u rock also,1
real bitches who really hungry will not be out here arguing with bitches on twitter straight flexin,1
are you nigguhs saying you want donald trump as prez that nigguh do not understand real american struggles 128514,1
xx rt ladarinaintshit fat bitches with normal sized legs be looking like car keys,1
rt politico republican rick scott has been reelected flgov defeating democrat charlie crist  8230,2
8220mayimcdonald i got hella hoes8221128559,1
yah has said in his word that the mtzraymegyptians are his people and ysrahal is his inheritance and the kushiteethiopians,2
rt monogrammedprep god is a yankees fan farewellcaptain,2
ima side bitch from time to time and i stay in my place,1
twaynesback well i already got some lol but i am bout to hop in the shower and eat something real quick then i will be on my way nig,1
rt thriiiuminati i hate when people think i am mad or sad cause i am not talking nah i am chillin bitch,1
amanda is a bitch omg i would beat her ass lol,1
i asked the name of the bird ancient egyptians used as the sun of god heru horusthe pheonix firebird,2
"gertrudelarue 
i is colored latino and some jewish when i move in i do not ruin the neighborhood i wipe it out",2
quit talking shit you fucking faggot you are seriously just mad bc no one wants you who the fuck do you even think you are,1
we do not hire bitches,1
this man wimp gotta be drunk he know damn well he dont fw no hoes 128514128557,1
"macc  cheese 
maccin these bitches  makin my cheese128514128557128514",1
ariestheog cut a bitch,1
8220lopezwhs niggas talk more then bitches these days8221,1
lmfao rt rickiroma 8220shut up u slutty white hoe rt thotcho didn8217t know the pats got destroyed tonight lmfaoooo8221,1
tylerwilde ch3burashka sure gets to be a nitpicky russian monkeybear thing sometimes does not he,2
rt on1yjr today the day bitches let us turn tf up  128540128520128123127867128138127881127882 hiagokoury zayzillaaa thompsonera joshuahall blakeanthony98 ,1
 that son of a bitch moment when it rains and you forget your car windows are down,1
bt bitches  niggahs always had there hand out,1
nl queen and reminded i still do not get why janelle monae is so perplexed that people think she is queer,1
i hate the whole slut hoe thot talk lol given what i am sure peoples personal inboxes and late nights look like,1
rt andrenickatina bitch at macdonalds sayu look a lil devilish 2day homeyoh well bitchi woke up like thisi woke up like thisbey8230,1
guess rubes does not want to go on a date with me 128532,2
"rickahyatt donaldbroom poysti 
that bastard obama is giving them to the fing wetbacks",1
yo bitch gaggin she jet laggin,1
oops constitutionalists teabaggers in mississippi forgot ratify a centerpiece of the constitution 13th amendment banning slavery,2
8220moneyhighpapi when you fuck her good she trip even more8221 good dick makes a bitch go crazy,1
this being too sick to function is for the birds  i was starting to feel slightly better earliernow i feel like death again,2
jayreidofficial i want it to be somewhat of a collage  money jewels cartiers etc  jus little shit to let niccas know we still here,1
if you rat on your family just so you do not get in trouble you are a little bitch bloodthickerthanwater,1
espinosa32 pussy pussy pussy,1
okay so maybe not every in losangeles is evil but i would 80 of the people i have encountered have been trash another 10 barely human,2
